epglnren,sup_riscaldata,sup_raffrescata,vol_riscaldato,vol_raffrescato,sup_disperdente,rapsv,asolsut,classe_energetica,presenza_clim_invernale,presenza_clim_estiva,presenza_produzione_acs,yie,anno_costruzione,zona_climatica,d_uso_Residenziale,tipologia_edilizia,tipologia_costruttiva,num_servizi,efficienza_media,potenza_tot,num_simulati,construction_era,piano,tip_edilizia_sq,zona_clim_num,zona_clim_gg_mid
253.7,67.14,0.0,242.18,0.0,172.06,0.7105,0.0512,F,True,False,False,0.104,before 1930,E,False,5,muratura portante,2,0.73,0.2,1,1,ground,25,5,2550
134.53,123.61,0.0,480.08,0.0,322.63,0.672,0.0973,F,True,False,True,0.3537,1961-1975,D,True,3,c.a. con laterizi,2,0.735,47.2,0,1,upper,9,4,1750
100.44,98.09,90.98,402.09,373.4,239.73,0.5962,0.0369,B,True,True,True,0.0214,after 2007,D,True,3,muratura portante,3,0.87,50.7,0,5,upper,9,4,1750
177.8,134.11,0.0,469.31,0.0,152.83,0.3256,0.0295,D,True,False,True,0.5764,1976-1985,D,True,4,c.a. con laterizi,2,0.735,62.6,0,2,upper,16,4,1750
164.41,51.39,0.0,200.63,0.0,133.41,0.665,0.0683,F,True,False,True,0.4158,2006-2007,D,True,5,c.a. con laterizi,2,0.5549999999999999,53.0,0,3,ground,25,4,1750
163.67,94.02,0.0,316.2,0.0,246.79,0.7805,0.0332,F,True,False,True,0.1547,1961-1975,E,True,2,muratura portante,2,0.575,46.6,0,1,upper,4,5,2550
230.12,69.69,0.0,257.53,0.0,174.75,0.6786,0.0445,G,True,False,True,0.1828,before 1930,E,True,6,muratura portante,2,0.54,46.2,0,1,multi_floor,36,5,2550
102.52,48.2,0.0,182.69,0.0,84.65,0.4634,0.0258,E,True,False,True,0.1487,after 2007,D,True,4,muratura portante,2,0.41000000000000003,47.6,0,4,multi_floor,16,4,1750
331.42,1180.65,0.0,7637.09,0.0,3199.44,0.4189,0.1025,G,True,False,False,0.7358,1992-2005,E,False,5,c.a. con chiusure in pannelli prefabbricati,2,0.73,10.2,1,3,multi_floor,25,5,2550
236.59,68.7,0.0,266.35,0.0,207.71,0.7799,0.0522,E,True,False,True,0.1596,1992-2005,E,True,4,c.a. con laterizi,2,0.64,48.4,0,3,ground,16,5,2550
90.56,74.0,0.0,308.0,0.0,213.5,0.6932,0.0273,B,True,False,True,0.1356,1986-1991,D,True,2,muratura portante,2,0.79,51.2,0,2,multi_floor,4,4,1750
91.9,88.44,88.44,312.88,312.88,85.6,0.2736,0.0376,A1,True,True,True,0.005,1961-1975,D,True,8,c.a. con laterizi,3,0.7799999999999999,49.599999999999994,0,1,upper,64,4,1750
177.07,95.56,0.0,409.54,0.0,101.55,0.248,0.0615,F,True,False,True,0.1972,1946-1960,E,True,3,c.a. con laterizi,2,0.64,47.6,0,1,upper,9,5,2550
121.91,75.0,75.0,272.42,272.42,73.74,0.2707,0.0555,D,True,True,True,0.4171,1961-1975,D,True,3,c.a. con laterizi,3,0.8866666666666667,28.5,0,1,upper,9,4,1750
198.86,111.0,0.0,445.23,0.0,306.94,0.6894,0.0,E,True,False,False,0.7549,1992-2005,D,False,1,muratura portante,2,0.57,0.5,1,3,ground,1,4,1750
143.82,96.89,0.0,333.49,0.0,108.49,0.3253,0.0415,G,True,False,True,0.6532,1961-1975,D,True,3,c.a. con laterizi,2,0.52,48.0,0,1,upper,9,4,1750
43.75,72.56,72.56,301.14,301.14,186.46,0.6192,0.0185,A3,True,True,True,0.0998,after 2007,D,True,2,c.a. con laterizi,3,0.7866666666666666,18.8,0,6,upper,4,4,1750
42.32,78.94,78.94,335.07,335.07,216.64,0.6466,0.0123,A3,True,True,True,0.0998,after 2007,D,True,2,c.a. con laterizi,3,0.7866666666666666,18.8,0,6,upper,4,4,1750
650.42,30.51,0.0,116.64,0.0,62.7,0.5376,0.0144,G,True,False,True,0.0782,before 1930,E,True,5,muratura portante,2,0.39499999999999996,6.0,1,1,ground,25,5,2550
84.25,76.3,0.0,295.39,0.0,149.54,0.5063,0.0665,F,True,False,True,0.6502,1961-1975,D,True,1,muratura portante,2,0.565,48.0,0,1,upper,1,4,1750
122.74,91.95,0.0,310.57,0.0,87.1,0.2805,0.0451,G,True,False,True,0.6981,1976-1985,D,True,4,c.a. con laterizi,2,0.5,48.0,0,2,upper,16,4,1750
210.1,134.8,0.0,507.5,0.0,328.86,0.648,0.0478,F,True,False,True,0.3403,1930-1945,D,True,3,muratura portante,2,0.685,47.6,0,1,multi_floor,9,4,1750
455.41,53.68,0.0,238.82,0.0,214.53,0.8983,0.0387,G,True,False,True,0.1608,1930-1945,D,True,2,muratura portante,2,0.655,49.0,0,1,ground,4,4,1750
198.77,60.44,60.44,221.02,221.02,129.95,0.5879,0.0568,E,True,True,True,0.1125,1992-2005,D,True,8,c.a. con laterizi,3,0.5633333333333334,54.1,0,3,upper,64,4,1750
232.66,110.0,0.0,470.36,0.0,296.6,0.6306,0.0579,G,True,False,True,0.1673,1946-1960,E,True,8,muratura portante,2,0.585,46.5,0,1,multi_floor,64,5,2550
151.86,175.0,0.0,633.6,0.0,376.0,0.5934,0.0522,F,True,False,True,0.1816,1976-1985,D,True,2,c.a. con laterizi,2,0.64,168.6,0,2,ground,4,4,1750
87.35,159.0,0.0,573.5,0.0,330.0,0.5754,0.0428,E,True,False,True,0.1325,1976-1985,D,True,2,c.a. con laterizi,2,0.65,168.6,0,2,underground,4,4,1750
107.45,102.48,0.0,431.88,0.0,95.94,0.2221,0.0422,E,True,False,True,0.4582,1961-1975,D,True,4,c.a. con laterizi,2,0.61,46.6,0,1,upper,16,4,1750
105.01,59.45,0.0,232.55,0.0,46.21,0.1987,0.0489,E,True,False,True,0.14,1946-1960,E,True,3,muratura portante,2,0.575,48.0,0,1,upper,9,5,2550
168.47,85.24,0.0,341.27,0.0,225.93,0.662,0.0396,F,True,False,True,0.6176,1961-1975,D,True,4,c.a. con laterizi,2,0.645,51.2,0,1,upper,16,4,1750
85.22,70.06,0.0,270.97,0.0,68.76,0.2538,0.029,E,True,False,True,0.1496,1961-1975,D,True,4,muratura portante,2,0.48,47.0,0,1,upper,16,4,1750
45.76,39.65,0.0,124.78,0.0,29.78,0.2387,0.0916,D,True,False,True,0.1269,1992-2005,D,True,4,c.a. con laterizi,2,0.55,49.2,0,3,upper,16,4,1750
241.12,150.41,0.0,573.01,0.0,477.63,0.8335,0.0366,G,True,False,True,0.3912,1930-1945,D,True,1,muratura portante,2,0.63,48.0,0,1,multi_floor,1,4,1750
110.57,72.21,0.0,314.36,0.0,235.45,0.749,0.054,F,True,False,True,0.55,1961-1975,D,True,3,c.a. con laterizi,2,0.6699999999999999,50.0,0,1,ground,9,4,1750
166.41,87.66,0.0,357.23,0.0,347.21,0.972,0.0363,F,True,False,True,0.8187,1961-1975,D,False,3,c.a. con laterizi,3,0.5066666666666667,48.24,0,1,ground,9,4,1750
137.38,85.72,0.0,339.77,0.0,342.83,1.009,0.1144,F,True,False,True,0.6502,1930-1945,D,True,7,muratura portante,2,0.645,48.0,0,1,upper,49,4,1750
239.65,92.05,92.05,341.93,341.93,221.92,0.649,0.018,C,True,True,True,0.2973,1992-2005,D,False,4,c.a. con laterizi,4,0.7599999999999999,29.490000000000002,0,3,upper,16,4,1750
69.43,98.7,0.0,266.49,0.0,114.35,0.4291,0.054,D,True,False,True,0.1734,1976-1985,D,True,3,c.a. con laterizi,2,0.6599999999999999,47.2,0,2,upper,9,4,1750
252.38,100.46,100.46,311.95,311.95,100.46,0.322,0.0148,E,True,True,True,0.136,before 1930,D,True,4,legno,3,0.64,49.4,0,1,upper,16,4,1750
352.67,26.25,0.0,105.1,0.0,83.92,0.7985,0.0593,G,True,False,True,1.0871,before 1930,D,True,4,muratura portante,2,0.53,51.2,0,1,upper,16,4,1750
220.3,26.16,0.0,105.72,0.0,69.65,0.6589,0.0595,G,True,False,True,0.0983,before 1930,D,True,4,muratura portante,2,0.5,50.0,0,1,upper,16,4,1750
108.08,35.47,0.0,136.78,0.0,43.21,0.3159,0.042,G,True,False,True,0.099,before 1930,D,True,4,muratura portante,2,0.435,46.6,0,1,upper,16,4,1750
270.48,35.48,0.0,137.93,0.0,89.94,0.652,0.042,G,True,False,True,1.1773,before 1930,D,True,4,muratura portante,2,0.53,52.0,0,1,upper,16,4,1750
291.46,105.23,0.0,434.66,0.0,380.5,0.8754,0.0667,G,True,False,True,0.6319,1961-1975,D,True,2,c.a. con laterizi,2,0.645,59.2,0,1,multi_floor,4,4,1750
117.21,83.2,0.0,305.7,0.0,100.65,0.3292,0.0267,F,True,False,True,0.3268,1961-1975,D,True,8,c.a. con laterizi,2,0.675,396.0,0,1,upper,64,4,1750
176.67,58.38,0.0,214.54,0.0,117.62,0.5483,0.0651,G,True,False,True,0.6684,1961-1975,D,True,1,muratura portante,2,0.43,48.8,0,1,ground,1,4,1750
179.24,99.09,99.09,365.3,365.3,111.5,0.3052,0.0461,D,True,True,True,1.3582,1976-1985,E,True,3,muratura portante,4,0.64,32.9,0,2,upper,9,5,2550
214.64,84.8,36.1,352.17,153.45,201.47,0.5721,0.0825,F,True,True,True,0.4467,1946-1960,D,True,5,c.a. con laterizi,3,0.7999999999999999,30.05,0,1,upper,25,4,1750
309.44,36.12,0.0,167.9,0.0,103.15,0.6144,0.0985,E,True,False,True,0.239,1946-1960,D,False,3,muratura portante,3,0.29,51.949999999999996,0,1,ground,9,4,1750
293.3,136.48,0.0,462.93,0.0,112.98,0.2441,0.0129,G,True,False,True,0.3846,1961-1975,D,True,1,muratura portante,2,0.6000000000000001,49.6,0,1,upper,1,4,1750
240.15,69.22,0.0,350.18,0.0,216.61,0.6186,0.0248,G,True,False,True,0.0246,1930-1945,D,True,3,muratura portante,2,0.58,46.2,0,1,ground,9,4,1750
111.22,91.74,0.0,317.58,0.0,103.49,0.3259,0.056,F,True,False,True,0.5286,1992-2005,D,True,4,c.a. con laterizi,2,0.47,48.0,0,3,upper,16,4,1750
130.09,112.81,0.0,425.06,0.0,296.61,0.6978,0.0366,E,True,False,True,0.0651,1992-2005,D,True,7,c.a. con laterizi,2,0.6799999999999999,54.0,0,3,underground,49,4,1750
64.54,34.66,0.0,100.34,0.0,63.04,0.6283,0.0691,G,True,False,False,0.2649,1961-1975,D,False,3,c.a. con laterizi,2,0.26,4.12,0,1,ground,9,4,1750
191.23,116.85,0.0,402.22,0.0,282.29,0.7018,0.0,F,True,False,True,0.2336,1992-2005,D,True,5,c.a. con laterizi,2,0.5700000000000001,41.6,0,3,multi_floor,25,4,1750
88.86,89.03,89.03,322.4,322.4,227.9,0.7069,0.0328,B,True,True,True,0.2249,1986-1991,D,True,3,c.a. con laterizi,3,0.7999999999999999,63.7,0,2,upper,9,4,1750
87.5,36.54,0.0,130.74,0.0,45.08,0.3448,0.0529,F,True,False,True,0.613,1961-1975,D,True,3,c.a. con laterizi,2,0.515,1.2,1,1,upper,9,4,1750
90.06,104.63,0.0,416.83,0.0,142.59,0.3421,0.0319,E,True,False,True,0.3322,1961-1975,D,True,8,c.a. con laterizi,2,0.84,48.0,0,1,upper,64,4,1750
63.23,101.38,0.0,391.11,0.0,97.53,0.2494,0.0256,D,True,False,True,0.3322,1961-1975,D,True,8,c.a. con laterizi,2,0.81,47.8,0,1,upper,64,4,1750
145.99,126.44,0.0,413.18,0.0,242.04,0.5858,0.0485,F,True,False,True,0.1752,after 2007,E,True,4,c.a. con laterizi,2,0.645,47.6,0,4,multi_floor,16,5,2550
249.95,100.46,100.46,356.19,356.19,215.39,0.6047,0.058,F,True,True,True,0.6472,1961-1975,D,True,3,c.a. con laterizi,3,0.9199999999999999,72.9,0,1,unknown,9,4,1750
211.02,90.31,0.0,395.88,0.0,264.53,0.6682,0.0283,G,True,False,True,0.3261,1961-1975,D,True,3,muratura portante,2,0.6599999999999999,49.2,0,1,upper,9,4,1750
87.68,151.34,0.0,584.03,0.0,101.65,0.1741,0.0103,F,True,False,True,0.0218,before 1930,D,True,6,muratura portante,2,0.53,64.0,0,1,upper,36,4,1750
239.58,100.61,0.0,405.5,0.0,287.19,0.7082,0.0379,G,True,False,True,0.2984,1986-1991,D,True,3,muratura portante,2,0.735,51.0,0,2,ground,9,4,1750
116.34,105.09,0.0,378.05,0.0,221.03,0.5847,0.0542,E,True,False,True,0.2483,1992-2005,D,True,3,c.a. con laterizi,2,0.645,48.8,0,3,upper,9,4,1750
557.38,61.92,61.92,243.65,243.66,304.72,1.2506,0.0186,G,True,True,True,0.136,1946-1960,D,True,3,muratura portante,3,0.7200000000000001,51.32,0,1,upper,9,4,1750
100.05,86.02,0.0,326.58,0.0,188.9,0.5784,0.047,D,True,False,True,0.2187,2006-2007,D,True,4,c.a. con laterizi,2,0.7050000000000001,47.2,0,3,upper,16,4,1750
414.4,91.35,0.0,500.28,0.0,413.1,0.8257,0.0126,G,True,False,False,0.2177,before 1930,E,False,5,muratura portante,2,0.73,0.36,1,1,ground,25,5,2550
169.01,104.58,0.0,348.24,0.0,237.9,0.6832,0.062,F,True,False,True,0.1357,1992-2005,E,True,4,c.a. con laterizi,2,0.54,48.6,0,3,upper,16,5,2550
62.96,62.47,62.47,280.11,280.11,221.34,0.7902,0.0108,A2,True,True,True,0.0292,before 1930,D,True,4,muratura portante,3,0.9133333333333334,39.5,0,1,multi_floor,16,4,1750
83.84,114.0,0.0,377.2,0.0,105.69,0.2802,0.0574,E,True,False,True,0.4034,1961-1975,D,True,7,c.a. con laterizi,2,0.64,48.4,0,1,upper,49,4,1750
525.63,168.0,0.0,960.63,0.0,823.0,0.8567,0.0033,G,True,False,False,0.5144,before 1930,E,False,5,muratura portante,2,0.73,0.53,1,1,ground,25,5,2550
572.87,48.4,0.0,215.65,0.0,242.51,1.1246,0.0425,G,True,False,False,0.5732,before 1930,E,False,5,muratura portante,2,0.73,0.19,1,1,ground,25,5,2550
349.49,30.4,0.0,140.44,0.0,124.81,0.8887,0.123,G,True,False,True,0.2789,1961-1975,D,True,3,c.a. con laterizi,2,0.42,1.2,1,1,ground,9,4,1750
146.6,56.55,0.0,195.04,0.0,120.19,0.6163,0.0506,G,True,False,True,0.1362,1930-1945,D,True,4,muratura portante,2,0.655,40.0,0,1,ground,16,4,1750
144.02,135.0,135.0,470.0,470.0,133.7,0.2845,0.0512,D,True,False,True,0.5196,1930-1945,D,True,4,muratura portante,2,0.77,36.24,0,1,multi_floor,16,4,1750
152.93,45.49,0.0,194.77,0.0,108.32,0.5561,0.0297,F,True,False,True,0.4151,before 1930,E,True,1,muratura portante,2,0.685,51.6,0,1,upper,1,5,2550
124.26,102.85,0.0,534.91,0.0,414.81,0.7755,0.0148,D,True,False,True,0.1466,before 1930,D,True,2,muratura portante,2,0.885,54.0,0,1,multi_floor,4,4,1750
94.01,77.15,0.0,279.77,0.0,67.5,0.2413,0.0396,E,True,False,True,0.5367,1946-1960,D,True,3,c.a. con laterizi,2,0.535,53.4,0,1,upper,9,4,1750
373.77,556.3,0.0,2713.89,0.0,1773.44,0.6535,0.0186,G,True,False,False,0.5308,before 1930,E,False,5,muratura portante,2,0.73,0.59,1,1,upper,25,5,2550
209.53,52.0,52.0,160.0,0.0,63.0,0.3937,0.01,G,True,False,True,0.136,1946-1960,D,True,7,muratura portante,2,0.575,46.4,0,1,upper,49,4,1750
92.91,73.75,0.0,269.7,0.0,74.59,0.2766,0.0305,E,True,False,True,0.5162,1976-1985,D,True,3,c.a. con laterizi,2,0.5700000000000001,51.6,0,2,upper,9,4,1750
110.77,69.56,0.0,241.98,0.0,103.57,0.428,0.0653,F,True,False,True,0.477,1961-1975,D,True,3,c.a. con laterizi,2,0.765,49.2,0,1,upper,9,4,1750
94.13,121.68,121.68,516.44,516.44,431.3,0.8351,0.018,B,True,True,True,0.0495,1946-1960,D,True,1,muratura portante,3,0.42333333333333334,41.3,0,1,multi_floor,1,4,1750
527.87,113.95,0.0,587.25,0.0,513.69,0.8747,0.012,G,True,False,False,0.4584,before 1930,E,False,5,muratura portante,2,0.73,0.45,1,1,upper,25,5,2550
238.68,58.0,58.0,210.0,0.0,70.0,0.3333,0.0131,E,True,False,True,0.265,1961-1975,D,True,3,legno,2,0.575,57.6,0,1,upper,9,4,1750
57.01,99.36,0.0,268.27,0.0,85.97,0.3205,0.0449,C,True,False,True,0.1791,1986-1991,D,True,4,c.a. con laterizi,2,0.6599999999999999,44.0,0,2,upper,16,4,1750
146.41,152.45,0.0,616.66,0.0,250.74,0.4066,0.0351,F,True,False,True,0.0825,1961-1975,E,True,1,muratura portante,2,0.81,59.98,0,1,multi_floor,1,5,2550
296.79,53.68,0.0,201.42,0.0,136.0,0.6752,0.054,G,True,False,True,0.6596,1961-1975,D,True,4,muratura portante,2,0.745,48.0,0,1,ground,16,4,1750
272.17,89.03,0.0,368.84,0.0,210.78,0.5715,0.0172,G,True,False,True,0.1993,1946-1960,D,True,3,muratura portante,2,0.6,46.2,0,1,multi_floor,9,4,1750
502.62,36.5,0.0,161.5,0.0,187.03,1.1581,0.0194,G,True,False,False,0.5732,before 1930,E,False,5,muratura portante,2,0.73,0.14,1,1,upper,25,5,2550
222.29,64.0,0.0,237.43,0.0,106.35,0.4479,0.0232,F,True,False,True,0.5471,1992-2005,E,True,4,c.a. con laterizi,2,0.52,48.0,0,3,upper,16,5,2550
399.54,1973.81,1973.81,8970.44,8970.44,2018.33,0.225,0.0085,B,True,True,True,0.117,1992-2005,D,False,8,c.a. con laterizi,4,0.6966666666666667,436.68,0,3,multi_floor,64,4,1750
124.3,91.88,0.0,331.76,0.0,129.1,0.3891,0.032,F,True,False,True,0.2671,1961-1975,D,True,4,c.a. con laterizi,2,0.53,48.0,0,1,upper,16,4,1750
575.06,106.85,0.0,369.04,0.0,477.14,1.2929,0.0119,G,True,False,False,0.7787,before 1930,E,False,5,muratura portante,2,0.73,0.37,1,1,upper,25,5,2550
332.33,73.75,0.0,312.91,0.0,256.99,0.8213,0.0177,G,True,False,True,0.2354,1946-1960,D,True,3,muratura portante,2,0.595,46.2,0,1,multi_floor,9,4,1750
259.57,56.5,0.0,242.13,0.0,185.77,0.7672,0.0197,F,True,False,True,0.1993,1946-1960,D,True,3,muratura portante,2,0.59,46.2,0,1,ground,9,4,1750
506.66,113.05,0.0,763.61,0.0,572.58,0.7498,0.0195,G,True,False,False,0.3672,before 1930,E,False,5,muratura portante,2,0.73,0.45,1,1,ground,25,5,2550
199.74,69.29,0.0,251.3,0.0,167.04,0.6647,0.0504,E,True,False,True,0.4582,1946-1960,D,True,4,c.a. con laterizi,2,0.8049999999999999,40.0,0,1,upper,16,4,1750
255.56,73.0,73.0,261.45,261.45,34.47,0.1318,0.0083,F,True,True,True,0.1575,1930-1945,D,False,1,muratura portante,3,0.24666666666666667,24.02,0,1,ground,1,4,1750
142.18,132.23,0.0,476.55,0.0,312.49,0.6557,0.0635,E,True,False,True,0.1567,1992-2005,D,True,2,c.a. con laterizi,2,0.665,62.6,0,3,upper,4,4,1750
274.44,122.86,14.41,517.83,59.52,380.15,0.7341,0.0676,F,True,True,True,0.408,1961-1975,D,True,3,muratura portante,3,0.4066666666666667,54.1,0,1,upper,9,4,1750
705.75,67.0,0.0,437.0,0.0,437.94,1.0022,0.0094,F,True,False,False,0.0573,before 1930,E,False,5,muratura portante,2,0.73,0.27,1,1,ground,25,5,2550
239.06,156.81,0.0,400.82,0.0,156.81,0.3912,0.0126,F,True,False,True,0.0446,before 1930,E,True,5,muratura portante,2,0.52,46.4,0,1,multi_floor,25,5,2550
193.3,1570.6,0.0,7264.03,0.0,3992.2,0.5496,0.0357,G,True,False,False,1.3977,1961-1975,D,False,5,muratura portante,2,0.73,3.0,1,1,ground,25,4,1750
82.4,105.24,0.0,356.33,0.0,131.78,0.3698,0.054,E,True,False,True,0.3608,1992-2005,D,True,3,c.a. con laterizi,2,0.645,48.0,0,3,upper,9,4,1750
157.65,131.98,0.0,476.49,0.0,314.2,0.6594,0.0654,E,True,False,True,0.1567,1992-2005,D,True,2,c.a. con laterizi,2,0.69,46.6,0,3,upper,4,4,1750
163.7,55.78,0.0,205.13,0.0,115.58,0.5635,0.0587,F,True,False,True,0.4896,1930-1945,D,True,4,muratura portante,2,0.62,49.8,0,1,multi_floor,16,4,1750
235.85,67.08,0.0,252.02,0.0,198.65,0.7882,0.0784,D,True,False,True,0.2226,1992-2005,E,True,5,c.a. con laterizi,2,0.62,48.0,0,3,ground,25,5,2550
100.97,96.04,0.0,346.41,0.0,94.15,0.2718,0.0351,E,True,False,True,0.373,1961-1975,E,True,1,muratura portante,2,0.5549999999999999,51.2,0,1,upper,1,5,2550
193.57,98.36,0.0,331.45,0.0,120.74,0.3643,0.0261,F,True,False,True,0.5508,1976-1985,D,True,3,c.a. con laterizi,2,0.7050000000000001,48.4,0,2,upper,9,4,1750
134.86,153.84,0.0,606.74,0.0,275.55,0.4541,0.0241,F,True,False,True,0.3883,1961-1975,D,True,3,muratura portante,2,0.63,56.0,0,1,upper,9,4,1750
169.33,100.16,0.0,378.58,0.0,375.92,0.993,0.0667,E,True,False,True,0.6079,1946-1960,D,True,7,c.a. con laterizi,2,0.75,47.2,0,1,upper,49,4,1750
103.76,115.0,0.0,444.0,0.0,98.67,0.2222,0.0281,E,True,False,True,0.541,1961-1975,D,True,8,legno,2,0.5449999999999999,48.0,0,1,upper,64,4,1750
200.37,130.33,0.0,522.7,0.0,343.0,0.6562,0.0607,F,True,False,True,0.4274,1976-1985,D,True,2,muratura portante,2,0.9199999999999999,46.4,0,2,upper,4,4,1750
175.79,97.63,0.0,350.95,0.0,251.58,0.7169,0.0883,F,True,False,True,0.5813,1961-1975,D,True,3,c.a. con laterizi,2,0.56,46.8,0,1,upper,9,4,1750
310.45,108.27,0.0,443.31,0.0,417.2,0.9411,0.0555,G,True,False,True,0.4221,1946-1960,D,True,1,muratura portante,2,0.6000000000000001,48.0,0,1,upper,1,4,1750
105.9,95.0,0.0,256.5,0.0,217.82,0.8492,0.0583,D,True,False,True,0.0614,1976-1985,D,True,3,c.a. con laterizi,2,0.745,47.4,0,2,multi_floor,9,4,1750
175.5,646.07,646.07,3416.67,3416.67,1818.01,0.5321,0.0109,E,True,True,True,0.504,1986-1991,D,False,5,mista (acciaio + muratura),4,0.85,54.36,0,2,multi_floor,25,4,1750
108.54,51.28,0.0,186.23,0.0,81.18,0.4359,0.05,F,True,False,True,0.2266,before 1930,D,True,3,muratura portante,2,0.515,48.0,0,1,upper,9,4,1750
5.27,188.43,0.0,734.91,0.0,469.32,0.6386,0.0362,A4,True,False,True,0.2402,1961-1975,D,True,1,muratura portante,2,0.94,22.4,0,1,multi_floor,1,4,1750
147.64,102.69,92.8,523.46,471.49,276.25,0.5277,0.0964,A1,True,True,True,0.14,1961-1975,D,False,3,c.a. con laterizi,4,0.71,15.36,0,1,ground,9,4,1750
141.82,58.45,0.0,220.21,0.0,172.16,0.7818,0.0084,F,True,False,True,0.1,2006-2007,D,True,4,muratura portante,2,0.505,48.0,0,3,upper,16,4,1750
255.49,74.68,74.68,295.72,295.72,241.31,0.816,0.0322,F,True,True,True,0.6038,1946-1960,D,True,5,muratura portante,3,0.7866666666666666,30.8,0,1,multi_floor,25,4,1750
155.57,98.6,0.0,390.16,0.0,259.28,0.6645,0.049,F,True,False,True,0.3321,1946-1960,D,True,4,muratura portante,2,0.73,46.0,0,1,upper,16,4,1750
241.54,78.15,0.0,277.92,0.0,258.29,0.9294,0.0866,F,True,False,True,0.1361,1961-1975,D,True,2,muratura portante,2,0.64,48.0,0,1,ground,4,4,1750
273.82,44.95,0.0,156.6,0.0,138.82,0.8864,0.0107,F,True,False,True,0.136,1930-1945,D,True,5,muratura portante,2,0.49,48.0,0,1,upper,25,4,1750
591.5,176.01,0.0,745.86,0.0,376.23,0.5044,0.0352,C,True,False,True,0.381,1961-1975,E,False,5,muratura portante,2,0.64,64.24,0,1,multi_floor,25,5,2550
244.69,141.57,0.0,594.26,0.0,315.7,0.5313,0.0369,G,True,False,True,0.3049,1961-1975,E,True,5,muratura portante,2,0.61,54.18,0,1,multi_floor,25,5,2550
230.8,49.78,0.0,194.64,0.0,130.88,0.6724,0.0473,G,True,False,True,0.4048,1930-1945,D,True,5,muratura portante,2,0.56,154.6,0,1,upper,25,4,1750
143.79,73.98,0.0,295.62,0.0,308.48,1.0435,0.1063,F,True,False,True,0.6502,1930-1945,D,True,7,muratura portante,2,0.63,48.0,0,1,underground,49,4,1750
37.67,33.19,0.0,128.91,0.0,65.34,0.5069,0.0623,A1,True,False,True,0.0388,after 2007,D,True,8,c.a. con laterizi,2,0.9099999999999999,47.4,0,4,ground,64,4,1750
379.84,65.47,0.0,241.49,0.0,238.0,0.9855,0.0427,G,True,False,True,0.5634,after 2007,D,True,3,c.a. con laterizi,2,0.585,48.0,0,4,upper,9,4,1750
200.69,98.67,47.27,428.22,203.98,414.31,0.9675,0.0198,D,True,True,True,0.1914,1961-1975,D,True,1,muratura portante,3,0.35666666666666663,72.88,0,1,multi_floor,1,4,1750
129.59,127.88,0.0,441.11,0.0,277.38,0.6288,0.0489,E,True,False,True,0.1377,1961-1975,D,True,8,c.a. con laterizi,2,0.6799999999999999,48.0,0,1,upper,64,4,1750
266.09,79.91,79.91,292.61,292.61,112.5,0.3845,0.0374,G,True,True,True,0.3628,1961-1975,E,True,1,muratura portante,3,0.6,29.96,0,1,upper,1,5,2550
44.4,87.0,0.0,292.96,0.0,80.03,0.2732,0.0404,C,True,False,True,0.3862,1992-2005,D,True,5,muratura portante,2,0.685,48.0,0,3,upper,25,4,1750
186.53,79.54,0.0,312.81,0.0,211.91,0.6774,0.0905,G,True,False,True,0.1362,1961-1975,D,True,4,muratura portante,2,0.665,300.0,0,1,upper,16,4,1750
106.46,160.61,112.49,613.34,426.3,335.15,0.5464,0.0264,D,True,True,True,0.1573,1986-1991,D,True,3,c.a. con laterizi,3,0.8466666666666667,58.699999999999996,0,2,multi_floor,9,4,1750
143.15,43.27,43.27,177.44,177.44,88.99,0.5015,0.0504,C,True,True,False,0.1608,1946-1960,D,False,4,muratura portante,3,0.905,10.88,0,1,ground,16,4,1750
120.32,78.76,0.0,309.3,0.0,292.99,0.9472,0.0218,F,True,False,True,0.1268,before 1930,D,True,1,muratura portante,2,0.575,43.0,0,1,multi_floor,1,4,1750
121.05,74.39,0.0,384.54,0.0,305.11,0.7934,0.0456,C,True,False,True,0.2043,after 2007,D,True,2,muratura portante,2,0.75,48.0,0,4,multi_floor,4,4,1750
129.42,97.13,0.0,409.03,0.0,252.05,0.6162,0.0754,F,True,False,True,0.1361,1961-1975,D,True,8,c.a. con laterizi,2,0.785,46.8,0,1,upper,64,4,1750
271.06,168.0,168.0,585.0,585.0,431.9,0.7382,0.0204,E,True,True,True,0.265,2006-2007,E,True,2,legno,3,0.7833333333333332,61.2,0,3,multi_floor,4,5,2550
311.33,44.0,0.0,157.14,0.0,99.94,0.636,0.0371,D,True,False,True,0.4701,1986-1991,D,False,4,c.a. con laterizi,3,0.36,47.45,0,2,ground,16,4,1750
252.75,78.15,0.0,277.92,0.0,258.28,0.9293,0.0657,G,True,False,True,0.1361,1976-1985,D,True,2,muratura portante,2,0.54,48.2,0,2,upper,4,4,1750
179.11,90.58,0.0,327.66,0.0,230.15,0.7024,0.0512,F,True,False,True,0.414,1946-1960,D,True,2,muratura portante,2,0.685,48.0,0,1,ground,4,4,1750
197.95,100.0,0.0,356.15,0.0,142.36,0.3997,0.0293,G,True,False,True,0.4699,1961-1975,D,True,3,legno,2,0.545,47.2,0,1,upper,9,4,1750
117.19,83.75,0.0,352.28,0.0,140.96,0.4001,0.0498,F,True,False,True,0.1362,1946-1960,D,True,4,c.a. con laterizi,2,0.55,36.8,0,1,upper,16,4,1750
