epglnren,sup_riscaldata,sup_raffrescata,vol_riscaldato,vol_raffrescato,sup_disperdente,rapsv,asolsut,classe_energetica,presenza_clim_invernale,presenza_clim_estiva,presenza_produzione_acs,yie,anno_costruzione,zona_climatica,d_uso_Residenziale,tipologia_edilizia,tipologia_costruttiva,num_servizi,efficienza_media,potenza_tot,num_simulati,construction_era,piano,tip_edilizia_sq,zona_clim_num,zona_clim_gg_mid
163.64,57.1,0.0,199.07,0.0,67.5,0.3391,0.0211,G,True,False,True,0.14,after 2007,E,True,5,altro,2,0.48,45.8,0,6,multi_floor,25,5,2550
126.71,71.21,0.0,352.86,0.0,111.12,0.3149,0.0721,E,True,False,True,0.3861,1976-1985,D,True,3,c.a. con laterizi,2,0.8999999999999999,48.2,0,2,ground,9,4,1750
288.86,87.94,0.0,366.4,0.0,281.89,0.7693,0.0387,G,True,False,True,0.467,1961-1975,E,True,1,muratura portante,2,0.62,47.4,0,1,multi_floor,1,5,2550
176.61,125.0,125.0,541.01,0.0,261.58,0.4835,0.0312,F,True,False,True,0.541,1961-1975,D,True,2,legno,2,0.5700000000000001,48.0,0,1,unknown,4,4,1750
270.91,105.24,0.0,450.69,0.0,336.39,0.7464,0.018,F,True,False,True,0.5276,1946-1960,D,True,3,muratura portante,2,0.765,47.6,0,1,upper,9,4,1750
160.34,81.3,0.0,328.26,0.0,235.14,0.7163,0.0554,G,True,False,True,0.1135,1976-1985,D,True,2,muratura portante,2,0.63,48.0,0,2,ground,4,4,1750
155.75,72.85,0.0,248.47,0.0,181.03,0.7286,0.0269,F,True,False,True,0.2598,1961-1975,D,True,8,c.a. con laterizi,2,0.75,49.8,0,1,ground,64,4,1750
183.25,89.0,0.0,326.67,0.0,229.08,0.7013,0.0507,F,True,False,True,0.7803,1986-1991,D,True,5,c.a. con laterizi,2,0.605,44.0,0,2,upper,25,4,1750
217.31,127.4,0.0,425.94,0.0,313.56,0.7362,0.0718,G,True,False,True,0.7755,1986-1991,D,True,4,muratura portante,2,0.62,58.0,0,2,multi_floor,16,4,1750
77.8,326.51,326.51,1199.73,1199.73,704.19,0.587,0.0277,D,True,True,True,0.5162,1961-1975,D,False,6,c.a. con laterizi,3,0.7800000000000001,60.2,0,1,ground,36,4,1750
114.62,78.47,0.0,301.1,0.0,108.6,0.3607,0.065,F,True,False,True,0.6055,1961-1975,D,True,3,c.a. con laterizi,2,0.565,47.2,0,1,upper,9,4,1750
37.87,167.99,0.0,606.09,0.0,266.43,0.4396,0.0395,B,True,False,True,0.0844,after 2007,E,True,3,c.a. con laterizi,2,0.8300000000000001,40.2,0,4,ground,9,5,2550
122.37,891.17,0.0,4640.41,0.0,1761.1,0.3795,0.044,G,True,False,False,0.214,1961-1975,D,False,1,c.a. con laterizi,2,0.73,0.5,1,1,ground,1,4,1750
200.34,131.4,0.0,494.35,0.0,359.54,0.7273,0.0337,F,True,False,True,0.1627,1976-1985,D,True,5,muratura portante,2,0.7949999999999999,40.0,0,2,multi_floor,25,4,1750
257.98,81.83,0.0,310.63,0.0,200.89,0.6467,0.0302,G,True,False,True,0.1361,1976-1985,D,True,4,muratura portante,2,0.78,40.0,0,2,ground,16,4,1750
199.85,176.5,176.5,674.29,674.29,172.92,0.2564,0.0732,B,True,True,True,0.1782,1961-1975,E,False,4,c.a. con laterizi,5,0.5466666666666666,60.16,0,1,upper,16,5,2550
160.01,92.3,92.3,331.86,0.0,102.38,0.3085,0.0157,F,True,False,True,0.229,1961-1975,E,True,3,mista (acciaio + muratura),2,0.575,48.4,0,1,upper,9,5,2550
150.72,60.49,0.0,229.76,0.0,90.75,0.395,0.0378,G,True,False,True,0.9481,before 1930,D,True,4,muratura portante,2,0.785,48.6,0,1,upper,16,4,1750
418.94,52.23,0.0,197.0,0.0,191.3,0.9711,0.043,G,True,False,True,0.769,before 1930,D,True,4,muratura portante,2,0.76,49.6,0,1,upper,16,4,1750
457.79,6.08,0.0,28.63,0.0,21.59,0.754,0.1604,F,True,False,True,0.8963,before 1930,D,True,1,muratura portante,2,0.6950000000000001,47.4,0,1,upper,1,4,1750
234.44,48.4,0.0,215.3,0.0,140.63,0.6531,0.0095,E,True,False,False,0.0118,1930-1945,D,False,5,muratura portante,2,0.73,0.25,1,1,ground,25,4,1750
77.98,109.29,0.0,468.04,0.0,146.46,0.3129,0.0453,D,True,False,True,0.0597,1961-1975,D,True,8,muratura portante,2,0.6950000000000001,44.0,0,1,upper,64,4,1750
208.14,49.36,0.0,179.32,0.0,141.25,0.7877,0.032,F,True,False,True,0.385,1992-2005,D,True,8,c.a. con laterizi,2,0.585,46.6,0,3,upper,64,4,1750
79.24,60.94,0.0,288.22,0.0,89.03,0.3089,0.0313,D,True,False,True,0.0236,1946-1960,D,True,5,muratura portante,2,0.79,40.0,0,1,upper,25,4,1750
427.11,101.37,101.37,385.22,385.22,229.33,0.5953,0.2079,B,True,True,False,0.2046,1961-1975,E,False,4,c.a. con laterizi,4,0.6950000000000001,59.49,0,1,ground,16,5,2550
113.25,61.65,0.0,275.56,0.0,94.12,0.3416,0.0336,D,True,False,True,0.0747,1946-1960,D,True,4,muratura portante,2,0.79,40.0,0,1,upper,16,4,1750
248.69,57.17,0.0,289.89,0.0,99.65,0.3438,0.0261,C,True,False,True,0.0237,1946-1960,D,True,4,muratura portante,2,0.765,40.0,0,1,upper,16,4,1750
145.6,50.59,0.0,211.35,0.0,80.92,0.3829,0.0194,C,True,False,True,0.14,1946-1960,D,True,4,muratura portante,2,0.775,40.0,0,1,upper,16,4,1750
303.79,154.39,0.0,702.16,0.0,533.39,0.7596,0.0766,G,True,False,True,0.3335,1961-1975,D,True,1,muratura portante,2,0.575,54.0,0,1,multi_floor,1,4,1750
483.8,21.54,0.0,103.65,0.0,129.39,1.2483,0.0806,F,True,False,False,0.1151,1946-1960,D,False,3,muratura portante,2,0.73,0.3,1,1,ground,9,4,1750
90.14,140.83,35.11,551.54,134.67,327.09,0.593,0.0503,D,True,True,True,0.0462,after 2007,D,True,5,c.a. con laterizi,3,0.52,55.95,0,4,ground,25,4,1750
218.89,103.24,0.0,436.1,0.0,290.4,0.6659,0.0755,G,True,False,True,0.2091,1961-1975,D,True,2,c.a. con laterizi,2,0.53,63.2,0,1,upper,4,4,1750
274.7,112.08,0.0,388.46,0.0,406.8,1.0472,0.0745,G,True,False,True,0.2103,1986-1991,E,False,4,c.a. con laterizi,2,0.46499999999999997,56.2,0,2,ground,16,5,2550
97.16,88.22,0.0,309.36,0.0,84.33,0.2726,0.0053,F,True,False,True,0.1972,1976-1985,D,True,3,muratura portante,2,0.55,48.2,0,1,upper,9,4,1750
221.77,338.4,0.0,1564.92,0.0,1122.32,0.7172,0.0411,G,True,False,False,0.6516,1961-1975,D,False,1,c.a. con laterizi,2,0.73,1.0,1,1,ground,1,4,1750
599.37,116.1,0.0,500.92,0.0,402.22,0.803,0.0652,G,True,False,True,1.245,1976-1985,E,True,3,c.a. con laterizi,2,0.6499999999999999,48.0,0,1,upper,9,5,2550
209.75,113.15,0.0,418.0,0.0,300.62,0.7192,0.0323,F,True,False,True,0.523,1961-1975,D,True,2,c.a. con laterizi,2,0.7649999999999999,49.2,0,1,upper,4,4,1750
217.37,61.62,0.0,251.25,0.0,149.28,0.5941,0.0147,F,True,False,True,0.0731,1946-1960,D,True,5,muratura portante,2,0.76,40.0,0,1,upper,25,4,1750
181.32,44.65,0.0,119.33,0.0,46.52,0.3898,0.1142,G,True,False,True,0.3867,1976-1985,D,False,4,muratura portante,2,0.295,48.0,0,2,underground,16,4,1750
108.45,73.1,0.0,274.74,0.0,195.78,0.7126,0.0165,D,True,False,True,0.1507,1992-2005,D,True,3,c.a. con laterizi,2,0.8,46.0,0,3,ground,9,4,1750
197.76,98.34,0.0,371.96,0.0,244.41,0.6571,0.0456,F,True,False,True,0.5905,1976-1985,D,True,3,c.a. con laterizi,2,0.79,40.0,0,2,upper,9,4,1750
142.64,74.1,0.0,316.39,0.0,176.04,0.5564,0.0,F,True,False,True,0.4053,before 1930,D,True,3,muratura portante,2,0.735,51.2,0,1,upper,9,4,1750
166.76,96.45,0.0,341.01,0.0,211.96,0.6216,0.0702,G,True,False,True,0.4941,1961-1975,D,True,4,c.a. con laterizi,2,0.7450000000000001,45.6,0,1,upper,16,4,1750
40.07,124.4,0.0,493.16,0.0,306.31,0.6211,0.0437,A2,True,False,True,0.0272,1976-1985,D,True,1,muratura portante,2,0.745,48.2,0,2,upper,1,4,1750
87.68,142.68,0.0,641.56,0.0,177.16,0.2761,0.0395,G,True,False,True,0.0601,1930-1945,D,False,4,muratura portante,2,0.41,48.0,0,1,upper,16,4,1750
536.14,360.11,360.11,1250.65,1250.65,1292.67,1.0336,0.136,C,True,True,True,0.3334,1961-1975,D,False,5,acciaio con chiusure in pannelli prefabbricati,4,0.43333333333333335,28.8,0,1,ground,25,4,1750
280.59,119.67,0.0,427.9,0.0,324.72,0.7589,0.0397,G,True,False,True,0.6,1946-1960,D,True,3,muratura portante,2,0.74,55.8,0,1,upper,9,4,1750
110.36,151.72,0.0,472.8,0.0,309.38,0.6544,0.0364,E,True,False,True,0.294,1992-2005,D,True,3,c.a. con laterizi,2,0.665,48.8,0,3,multi_floor,9,4,1750
184.88,106.87,0.0,385.48,0.0,255.51,0.6628,0.0455,F,True,False,True,0.4271,1986-1991,E,True,3,c.a. con laterizi,2,0.62,51.6,0,2,multi_floor,9,5,2550
154.49,51.89,30.92,208.64,122.56,181.4,0.8695,0.0617,D,True,True,True,0.1434,2006-2007,D,True,1,muratura portante,3,0.6266666666666667,53.85,0,3,upper,1,4,1750
220.79,79.82,0.0,293.1,0.0,187.07,0.6382,0.0272,F,True,False,True,0.1361,1976-1985,D,True,4,muratura portante,2,0.78,40.0,0,2,upper,16,4,1750
145.14,93.73,93.73,393.45,393.45,335.92,0.8538,0.0129,D,True,True,True,0.4416,1961-1975,D,True,1,muratura portante,3,0.8233333333333333,35.8,0,1,multi_floor,1,4,1750
139.93,116.73,0.0,448.52,0.0,274.34,0.6117,0.0488,F,True,False,True,0.6759,1961-1975,D,True,3,c.a. con laterizi,2,0.5900000000000001,47.88,0,1,upper,9,4,1750
95.3,206.57,0.0,772.5,0.0,451.53,0.5845,0.0612,D,True,False,True,0.1425,1992-2005,E,True,2,muratura portante,2,0.785,60.0,0,3,multi_floor,4,5,2550
357.45,72.0,0.0,277.71,0.0,303.05,1.0912,0.1169,G,True,False,True,0.6064,1992-2005,D,True,3,c.a. con laterizi,2,0.88,48.8,0,3,upper,9,4,1750
158.21,87.63,0.0,385.15,0.0,276.64,0.7183,0.0369,F,True,False,True,0.149,1961-1975,D,True,2,muratura portante,2,0.675,56.0,0,1,upper,4,4,1750
179.99,53.81,0.0,212.44,0.0,121.94,0.574,0.0245,F,True,False,True,0.0236,1946-1960,D,True,4,muratura portante,2,0.765,40.0,0,1,upper,16,4,1750
191.01,84.86,0.0,439.02,0.0,288.79,0.6578,0.0266,E,True,False,True,0.0237,1946-1960,D,True,4,muratura portante,2,0.79,40.0,0,1,ground,16,4,1750
205.47,106.33,0.0,434.78,0.0,213.8,0.4917,0.0598,G,True,False,True,0.4175,before 1930,E,True,4,muratura portante,2,0.7050000000000001,58.2,0,1,multi_floor,16,5,2550
245.06,77.25,0.0,335.82,0.0,211.22,0.629,0.0464,F,True,False,True,0.335,1946-1960,E,True,3,muratura portante,2,0.7050000000000001,48.0,0,1,ground,9,5,2550
308.75,61.15,61.15,192.89,192.89,112.99,0.5858,0.1102,F,True,True,True,0.1319,1986-1991,D,True,3,c.a. con laterizi,3,0.45999999999999996,27.82,0,2,upper,9,4,1750
144.65,58.78,0.0,218.85,0.0,178.55,0.8159,0.0649,F,True,False,True,0.0932,before 1930,E,True,1,muratura portante,2,0.935,47.2,0,1,ground,1,5,2550
63.84,39.43,0.0,147.02,0.0,46.94,0.3193,0.0085,D,True,False,True,0.1848,1961-1975,D,True,4,muratura portante,2,0.6950000000000001,268.2,0,1,upper,16,4,1750
163.09,95.65,0.0,386.13,0.0,272.86,0.7066,0.0736,F,True,False,True,0.491,1961-1975,D,True,1,muratura portante,2,0.635,48.4,0,1,ground,1,4,1750
302.22,755.15,0.0,3045.91,0.0,1447.46,0.4752,0.019,F,True,False,False,0.0981,before 1930,E,False,3,muratura portante,3,0.18999999999999997,126.41999999999999,0,1,multi_floor,9,5,2550
193.55,60.94,0.0,248.06,0.0,153.49,0.6187,0.0287,F,True,False,True,0.0236,1946-1960,D,True,4,muratura portante,2,0.7050000000000001,42.8,0,1,upper,16,4,1750
56.06,62.89,0.0,223.95,0.0,52.24,0.2333,0.0673,D,True,False,True,0.5905,1961-1975,D,True,3,c.a. con laterizi,2,0.765,40.0,0,1,upper,9,4,1750
183.49,91.63,0.0,338.35,0.0,242.56,0.7169,0.063,F,True,False,True,0.5391,1992-2005,D,True,5,c.a. con laterizi,2,0.54,46.6,0,3,multi_floor,25,4,1750
138.15,87.22,0.0,384.46,0.0,228.43,0.5942,0.1105,G,True,False,True,0.302,1946-1960,D,True,3,muratura portante,2,0.75,46.0,0,1,multi_floor,9,4,1750
209.31,185.75,0.0,960.75,0.0,708.51,0.7375,0.0273,E,True,False,True,0.9137,1992-2005,D,True,4,muratura portante,2,0.645,81.2,0,3,upper,16,4,1750
141.21,128.02,0.0,449.54,0.0,275.98,0.6139,0.0415,F,True,False,True,0.5057,1992-2005,D,True,3,c.a. con laterizi,2,0.65,46.0,0,3,multi_floor,9,4,1750
364.59,43.1,0.0,180.82,0.0,160.42,0.8872,0.0658,G,True,False,True,0.4703,1930-1945,D,True,5,muratura portante,2,0.505,1.5,1,1,upper,25,4,1750
148.61,109.67,0.0,431.94,0.0,282.65,0.6544,0.0516,F,True,False,True,0.4949,1976-1985,D,True,3,c.a. con laterizi,2,0.6499999999999999,46.2,0,2,upper,9,4,1750
248.04,1269.09,0.0,4907.11,0.0,2508.36,0.5112,0.1065,F,True,False,True,0.5804,1961-1975,D,False,8,mista (acciaio + muratura),3,0.7649999999999999,378.41,0,1,multi_floor,64,4,1750
232.95,91.47,91.47,351.06,351.06,200.35,0.5707,0.0227,A1,True,True,False,0.186,1930-1945,D,False,5,altro,4,0.505,10.28,0,1,ground,25,4,1750
303.67,33.44,0.0,144.47,0.0,135.85,0.9403,0.0651,G,True,False,True,0.5215,1992-2005,D,True,5,altro,2,0.7849999999999999,39.0,0,3,multi_floor,25,4,1750
290.75,55.82,0.0,222.77,0.0,150.47,0.6755,0.0159,G,True,False,True,0.0287,1930-1945,E,True,1,muratura portante,2,0.185,20.9,0,1,multi_floor,1,5,2550
156.08,36.67,0.0,132.17,0.0,64.44,0.4876,0.0805,G,True,False,True,0.3381,1976-1985,D,True,8,c.a. con laterizi,2,0.775,46.6,0,2,upper,64,4,1750
129.48,47.65,0.0,55.84,0.0,95.53,1.7108,0.1654,F,True,False,True,0.1319,1976-1985,D,True,3,c.a. con laterizi,2,0.5,50.0,0,2,upper,9,4,1750
104.61,99.51,0.0,341.49,0.0,220.09,0.6445,0.0212,A1,True,False,True,0.0724,after 2007,D,True,3,c.a. con laterizi,2,0.9199999999999999,42.0,0,6,multi_floor,9,4,1750
106.51,117.76,0.0,461.98,0.0,147.51,0.3193,0.0267,F,True,False,True,0.2865,before 1930,D,True,8,c.a. con laterizi,2,0.755,48.0,0,1,ground,64,4,1750
155.7,1826.49,1329.07,13708.29,11279.67,4919.43,0.3589,0.0417,E,True,True,True,0.4949,1992-2005,D,False,5,c.a. con chiusure in pannelli prefabbricati,4,0.38999999999999996,305.21,0,3,multi_floor,25,4,1750
347.88,48.25,0.0,171.2,0.0,210.35,1.2287,0.0277,F,True,False,True,0.9581,1976-1985,D,False,1,muratura portante,3,0.57,0.36,2,2,ground,1,4,1750
202.12,102.53,0.0,401.64,0.0,293.68,0.7312,0.0362,G,True,False,True,0.9276,1961-1975,D,True,3,muratura portante,2,0.625,48.4,0,1,upper,9,4,1750
166.1,79.54,0.0,315.25,0.0,254.08,0.806,0.006,F,True,False,True,0.2622,1961-1975,D,True,3,c.a. con laterizi,2,0.715,46.0,0,1,upper,9,4,1750
165.74,98.91,0.0,412.49,0.0,282.98,0.686,0.0445,F,True,False,True,0.2361,1961-1975,D,True,3,muratura portante,2,0.645,44.0,0,1,ground,9,4,1750
54.01,164.17,0.0,676.84,0.0,547.11,0.8083,0.0236,A1,True,False,True,0.0756,1986-1991,D,True,1,c.a. con chiusure in pannelli prefabbricati,2,0.97,60.0,0,2,multi_floor,1,4,1750
221.85,101.69,101.69,343.03,343.03,113.83,0.3318,0.0961,D,True,True,True,0.045,after 2007,D,False,3,c.a. con laterizi,4,0.82,62.8,0,4,upper,9,4,1750
128.63,27.23,0.0,99.83,0.0,45.94,0.4602,0.0457,F,True,False,True,0.25,1986-1991,D,True,3,c.a. con chiusure in pannelli prefabbricati,2,0.515,1.2,1,2,upper,9,4,1750
121.09,101.35,101.35,358.7,358.7,105.62,0.2944,0.055,D,True,True,True,0.5398,1986-1991,D,True,4,c.a. con laterizi,3,0.6666666666666666,54.8,0,2,upper,16,4,1750
136.52,68.7,0.0,298.93,0.0,149.66,0.5007,0.0501,F,True,False,True,0.1549,1976-1985,E,True,4,c.a. con laterizi,2,0.845,48.0,0,2,ground,16,5,2550
43.43,70.79,0.0,270.51,0.0,89.14,0.3295,0.0179,B,True,False,True,0.0293,after 2007,D,True,4,muratura portante,2,0.825,43.0,0,6,ground,16,4,1750
587.06,388.99,388.99,1709.89,1709.89,1085.35,0.6348,0.0667,C,True,True,True,0.7477,1961-1975,D,False,5,c.a. con laterizi,4,0.8475,102.30000000000001,0,1,ground,25,4,1750
130.45,102.0,0.0,275.0,0.0,48.0,0.1745,0.0237,D,True,False,True,0.1162,1986-1991,D,True,7,muratura portante,2,0.43,48.0,0,2,multi_floor,49,4,1750
154.97,89.01,0.0,345.53,0.0,128.48,0.3718,0.0276,G,True,False,True,0.0739,before 1930,E,True,2,muratura portante,2,0.51,1.2,1,1,multi_floor,4,5,2550
181.42,48.3,0.0,203.68,0.0,84.15,0.4131,0.0848,G,True,False,True,0.1125,1976-1985,E,True,3,muratura portante,2,0.5549999999999999,48.0,0,2,upper,9,5,2550
110.55,114.69,0.0,402.67,0.0,142.53,0.354,0.067,F,True,False,True,0.2823,1976-1985,D,True,4,c.a. con laterizi,2,0.5449999999999999,48.6,0,2,ground,16,4,1750
95.65,75.42,0.0,265.04,0.0,66.86,0.2522,0.0494,F,True,False,True,0.2823,1930-1945,D,True,4,c.a. con laterizi,2,0.47,44.0,0,1,upper,16,4,1750
120.32,98.01,0.0,340.09,0.0,156.24,0.4594,0.0654,F,True,False,True,0.4415,1986-1991,D,True,8,c.a. con laterizi,2,0.635,48.0,0,2,multi_floor,64,4,1750
141.98,99.02,0.0,413.17,0.0,194.15,0.4699,0.0447,F,True,False,True,0.2091,1976-1985,E,True,4,c.a. con laterizi,2,0.845,47.6,0,2,upper,16,5,2550
151.91,80.0,0.0,317.69,0.0,325.65,1.0251,0.0982,F,True,False,True,0.6502,1961-1975,D,True,7,muratura portante,2,0.645,50.0,0,1,ground,49,4,1750
231.45,192.95,0.0,679.29,0.0,456.86,0.6726,0.0296,G,True,False,True,0.3552,1946-1960,E,True,1,mista (altro),2,0.515,3.0,1,1,multi_floor,1,5,2550
38.13,77.41,0.0,289.51,0.0,78.35,0.2706,0.0859,B,True,False,True,0.5899,1961-1975,D,True,4,c.a. con laterizi,2,0.8300000000000001,46.8,0,1,upper,16,4,1750
81.56,117.0,0.0,501.43,0.0,97.29,0.194,0.0628,E,True,False,True,0.1972,1961-1975,D,True,3,c.a. con laterizi,2,0.58,432.0,0,1,upper,9,4,1750
262.79,128.32,128.32,514.65,514.65,384.97,0.748,0.0694,C,True,True,True,0.5487,1961-1975,D,True,8,c.a. con laterizi,3,0.49000000000000005,53.54,0,1,upper,64,4,1750
258.97,322.85,0.0,2285.21,0.0,1176.41,0.5148,0.1736,G,True,False,True,1.8069,1961-1975,D,False,1,muratura portante,3,0.7,160.6,0,1,ground,1,4,1750
12.77,111.43,0.0,406.78,0.0,292.3,0.7186,0.0196,A4,True,False,True,0.0246,before 1930,D,True,3,muratura portante,2,0.78,42.2,0,1,ground,9,4,1750
70.31,94.92,0.0,363.81,0.0,221.48,0.6088,0.02,C,True,False,True,0.0145,1976-1985,D,True,3,c.a. con laterizi,2,0.895,42.8,0,2,upper,9,4,1750
147.1,1305.71,187.17,10801.63,1162.39,3947.23,0.3654,0.0426,B,True,True,True,0.0884,after 2007,D,False,1,c.a. con chiusure in pannelli prefabbricati,4,0.7000000000000001,30.5,0,4,ground,1,4,1750
190.67,81.36,0.0,331.18,0.0,198.34,0.5989,0.0396,G,True,False,True,0.5469,1946-1960,D,True,3,muratura portante,2,0.515,48.0,0,1,upper,9,4,1750
171.84,76.1,0.0,312.92,0.0,261.63,0.8361,0.0218,E,True,False,True,0.2495,1946-1960,D,True,8,c.a. con laterizi,2,0.77,48.0,0,1,ground,64,4,1750
216.21,103.44,0.0,385.94,0.0,118.85,0.3079,0.0224,G,True,False,True,0.229,1976-1985,E,True,3,legno,2,0.5,49.6,0,2,upper,9,5,2550
305.07,73.44,0.0,308.57,0.0,252.0,0.8167,0.0388,G,True,False,True,0.3581,1961-1975,D,True,8,c.a. con laterizi,2,0.55,48.0,0,1,upper,64,4,1750
171.11,55.55,0.0,207.26,0.0,63.49,0.3063,0.0264,F,True,False,True,0.229,1961-1975,D,True,3,muratura portante,2,0.48,50.0,0,1,upper,9,4,1750
117.7,76.36,0.0,305.44,0.0,115.31,0.3775,0.0465,F,True,False,True,0.1594,1946-1960,D,True,2,muratura portante,2,0.625,48.0,0,1,ground,4,4,1750
51.35,97.8,0.0,370.16,0.0,113.65,0.307,0.0363,C,True,False,True,0.0319,1961-1975,D,True,7,c.a. con laterizi,2,0.5700000000000001,48.0,0,1,upper,49,4,1750
30.02,43.45,0.0,177.01,0.0,57.09,0.3225,0.0135,A1,True,False,True,0.0165,1961-1975,D,True,3,c.a. con laterizi,2,0.77,48.0,0,1,upper,9,4,1750
211.16,113.06,0.0,472.58,0.0,305.63,0.6467,0.073,G,True,False,True,0.1492,1961-1975,D,True,3,muratura portante,2,0.585,34.0,0,1,underground,9,4,1750
514.14,29.41,0.0,132.21,0.0,164.94,1.2475,0.07,E,True,False,True,0.4275,before 1930,E,False,3,muratura portante,3,0.57,0.42,2,1,ground,9,5,2550
141.05,144.61,0.0,714.54,0.0,555.06,0.7768,0.0159,C,True,False,True,0.0077,1961-1975,E,True,1,muratura portante,2,0.79,29.18,0,1,multi_floor,1,5,2550
95.67,76.2,0.0,280.96,0.0,95.37,0.3394,0.0566,E,True,False,True,0.5439,1961-1975,D,True,3,c.a. con laterizi,2,0.8300000000000001,40.6,0,1,upper,9,4,1750
302.43,149.85,0.0,553.81,0.0,312.1,0.5636,0.0087,E,True,False,False,1.444,2006-2007,D,False,8,c.a. con chiusure in pannelli prefabbricati,2,0.73,3.0,1,4,upper,64,4,1750
239.73,118.23,0.0,472.56,0.0,310.5,0.6571,0.0352,G,True,False,True,0.5131,1961-1975,D,True,2,c.a. con laterizi,2,0.745,48.0,0,1,upper,4,4,1750
106.36,91.27,0.0,304.38,0.0,72.75,0.239,0.0315,F,True,False,True,0.1524,1961-1975,D,True,4,c.a. con laterizi,2,0.405,105.0,0,1,upper,16,4,1750
367.77,90.0,90.0,352.0,352.0,251.44,0.7143,0.0507,G,True,True,True,0.1361,1961-1975,E,True,2,muratura portante,3,0.6433333333333334,35.07,0,1,upper,4,5,2550
216.95,86.26,21.71,441.74,104.83,304.34,0.689,0.0792,F,True,True,True,0.1331,1976-1985,E,True,1,muratura portante,3,0.7866666666666666,51.4,0,2,ground,1,5,2550
229.56,76.73,0.0,348.82,0.0,226.57,0.6495,0.0633,G,True,False,True,0.1841,before 1930,E,True,1,muratura portante,2,0.81,48.8,0,1,multi_floor,1,5,2550
21.39,133.35,0.0,517.63,0.0,304.67,0.5886,0.016,A3,True,False,True,0.0074,before 1930,D,True,3,muratura portante,2,0.8600000000000001,44.3,0,1,multi_floor,9,4,1750
246.51,83.34,83.34,318.17,318.17,150.61,0.4734,0.0651,F,True,True,True,0.2306,1986-1991,D,True,8,c.a. con laterizi,3,0.4066666666666667,50.94,0,2,ground,64,4,1750
220.64,116.31,0.0,469.64,0.0,311.26,0.6628,0.0358,G,True,False,True,0.5131,1961-1975,D,True,2,c.a. con laterizi,2,0.7549999999999999,48.6,0,1,upper,4,4,1750
101.43,97.81,0.0,351.27,0.0,111.08,0.3162,0.0643,F,True,False,True,0.1608,1961-1975,D,True,8,muratura portante,2,0.8,38.72,0,1,upper,64,4,1750
213.35,63.58,0.0,258.39,0.0,246.17,0.9527,0.03,F,True,False,True,0.18,1992-2005,E,True,3,c.a. con laterizi,2,0.71,50.0,0,3,ground,9,5,2550
49.06,64.59,0.0,261.29,0.0,147.96,0.5663,0.0683,E,True,False,True,0.2668,1992-2005,D,True,3,c.a. con laterizi,2,0.575,47.6,0,3,upper,9,4,1750
203.3,127.11,0.0,664.6,0.0,359.19,0.5405,0.0452,F,True,False,True,0.5327,1946-1960,D,True,2,muratura portante,2,0.78,57.6,0,1,multi_floor,4,4,1750
227.81,638.5,0.0,2704.25,0.0,1114.48,0.4121,0.0369,E,True,False,True,0.5532,1986-1991,E,False,3,c.a. con chiusure in pannelli prefabbricati,3,0.2966666666666667,262.72999999999996,0,2,ground,9,5,2550
190.46,91.03,0.0,367.88,0.0,251.63,0.684,0.0171,G,True,False,True,0.2865,1930-1945,D,True,8,c.a. con laterizi,2,0.755,48.0,0,1,ground,64,4,1750
213.13,51.46,0.0,191.93,0.0,124.88,0.6507,0.0467,G,True,False,True,0.5289,1976-1985,D,True,3,c.a. con laterizi,2,0.47,48.0,0,2,ground,9,4,1750
38.5,109.49,0.0,421.37,0.0,270.37,0.6416,0.0293,A2,True,False,True,0.2791,after 2007,D,True,3,c.a. con laterizi,2,0.695,73.24,0,6,ground,9,4,1750
288.06,126.25,126.25,434.63,434.63,428.06,0.9849,0.0062,G,True,True,False,0.4703,before 1930,D,True,4,muratura portante,2,0.845,2.5,1,1,upper,16,4,1750
102.92,71.58,0.0,345.52,0.0,265.13,0.7673,0.064,F,True,False,True,0.052,before 1930,D,False,4,muratura portante,2,0.825,52.0,0,1,ground,16,4,1750
139.22,58.74,0.0,211.64,0.0,124.12,0.5865,0.0526,F,True,False,True,0.1606,1961-1975,D,True,7,c.a. con laterizi,2,0.49,47.6,0,1,upper,49,4,1750
107.88,74.26,0.0,290.99,0.0,203.12,0.698,0.0653,F,True,False,True,0.6167,1976-1985,D,True,3,c.a. con laterizi,2,0.76,48.0,0,2,upper,9,4,1750
123.34,70.0,0.0,216.21,0.0,130.61,0.6041,0.0177,G,True,False,True,0.1362,1946-1960,D,False,4,muratura portante,2,0.51,2.0,1,1,multi_floor,16,4,1750
225.94,96.03,0.0,321.88,0.0,101.41,0.3151,0.0175,F,True,False,True,0.4813,1946-1960,D,True,4,muratura portante,2,0.61,48.0,0,1,multi_floor,16,4,1750
262.72,2208.98,0.0,12940.4,0.0,5020.67,0.388,0.0528,D,True,False,True,0.4032,1961-1975,E,False,3,mista (altro),3,0.5133333333333333,384.99,0,1,multi_floor,9,5,2550
173.97,93.76,0.0,352.4,0.0,116.72,0.3312,0.0797,E,True,False,True,0.6559,1976-1985,D,True,3,c.a. con laterizi,2,0.675,49.2,0,2,upper,9,4,1750
344.82,76.0,0.0,277.4,0.0,336.06,1.2115,0.0537,G,True,False,True,0.504,1946-1960,D,True,1,muratura portante,2,0.5800000000000001,48.0,0,1,multi_floor,1,4,1750
